text,labels,processed_text,bigrams,trigrams,labels_num
 The Load File Data Block Hash is used in the computation of The Load Token,nonsec,"['load', 'file', 'data', 'block', 'hash', 'computation', 'load', 'token']","['load_file', 'data_block', 'hash', 'computation', 'load', 'token']","['load_file_data_block', 'hash', 'computation', 'load', 'token']",0
" If the card is in the Life Cycle State CARD_LOCKED or TERMINATED, the Application with the Final Application privilege is the selected Application on the Basic Logical Channel and the OPEN shall not attempt to identify the implicitly selectable Application",nonsec,"['card', 'life', 'cycle', 'state', 'card', 'locked', 'terminate', 'application', 'final', 'application', 'privilege', 'select', 'application', 'basic', 'logical', 'channel', 'open', 'shall', 'attempt', 'identify', 'implicitly', 'selectable', 'application']","['card', 'life_cycle', 'state', 'card', 'locked', 'terminate', 'application', 'final', 'application', 'privilege', 'select_application', 'basic_logical', 'channel', 'open', 'shall', 'attempt', 'identify', 'implicitly_selectable', 'application']","['card', 'life_cycle_state', 'card', 'locked', 'terminate', 'application', 'final', 'application', 'privilege', 'select_application_basic_logical', 'channel', 'open', 'shall', 'attempt', 'identify', 'implicitly_selectable', 'application']",0
 The CARD_LOCKED state shall has the ability to disable the selected security domain and application,nonsec,"['card', 'locked', 'state', 'shall', 'ability', 'disable', 'select', 'security', 'domain', 'application']","['card', 'locked', 'state', 'shall', 'ability', 'disable', 'select', 'security_domain', 'application']","['card', 'locked', 'state', 'shall', 'ability', 'disable', 'select', 'security_domain', 'application']",0
Codec requirements and capabilities for the User Equipment (including the CNG) are already defined in TS 181 005 [1] which describes service requirements and capabilities for the TISPAN NGN.,nonsec,"['codec', 'requirement', 'capability', 'user', 'equipment', 'include', 'cng', 'define', 'describe', 'service', 'requirement', 'capability', 'tispan', 'ngn']","['codec', 'requirement', 'capability', 'user', 'equipment', 'include', 'cng', 'define', 'describe', 'service', 'requirement', 'capability', 'tispan', 'ngn']","['codec', 'requirement', 'capability', 'user', 'equipment', 'include', 'cng', 'define', 'describe', 'service', 'requirement', 'capability', 'tispan', 'ngn']",0
"The CNG shall support different IP address schemes and subnets on the same physical LAN port, and on different LAN ports, irrespective of routed or bridged mode of operation, allowing the direct addressability of CNDs from the NGN side in relation to data plane, control plane and management plane flows.",nonsec,"['cng', 'shall', 'support', 'different', 'address', 'scheme', 'subnet', 'physical', 'lan', 'port', 'different', 'lan', 'port', 'irrespective', 'route', 'bridge', 'mode', 'operation', 'allow', 'direct', 'addressability', 'cnd', 'ngn', 'relation', 'data', 'plane', 'control', 'plane', 'management', 'plane', 'flow']","['cng', 'shall', 'support', 'different', 'address', 'scheme', 'subnet', 'physical', 'lan', 'port', 'different', 'lan', 'port', 'irrespective', 'route', 'bridge', 'mode_operation', 'allow', 'direct', 'addressability', 'cnd', 'ngn', 'relation', 'data', 'plane', 'control', 'plane', 'management', 'plane', 'flow']","['cng', 'shall', 'support', 'different', 'address', 'scheme', 'subnet', 'physical', 'lan', 'port', 'different', 'lan', 'port', 'irrespective', 'route', 'bridge', 'mode_operation', 'allow', 'direct', 'addressability', 'cnd', 'ngn', 'relation', 'data', 'plane', 'control', 'plane', 'management', 'plane', 'flow']",0
"For the CNG management it is recommended to use a single protocol, so as to minimize the complexity and the cost of the service.",nonsec,"['cng', 'management', 'recommend', 'use', 'single', 'protocol', 'minimize', 'complexity', 'cost', 'service']","['cng', 'management', 'recommend', 'use', 'single', 'protocol', 'minimize', 'complexity', 'cost', 'service']","['cng', 'management', 'recommend', 'use', 'single', 'protocol', 'minimize', 'complexity', 'cost', 'service']",0
The CNG and the CPN shall be able to support parental control related functionalities limiting the use of the broadband connection on a user or time basis. Limitations on a content basis may be shared with devoted network servers.,sec,"['cng', 'cpn', 'shall', 'able', 'support', 'parental', 'control', 'related', 'functionality', 'limit', 'use', 'broadband', 'connection', 'user', 'time', 'basis', 'limitations', 'content', 'basis', 'share', 'devoted', 'network', 'server']","['cng', 'cpn', 'shall', 'able', 'support', 'parental', 'control', 'related', 'functionality', 'limit', 'use', 'broadband', 'connection', 'user', 'time', 'basis', 'limitations', 'content', 'basis', 'share', 'devoted', 'network', 'server']","['cng', 'cpn', 'shall', 'able', 'support', 'parental', 'control', 'related', 'functionality', 'limit', 'use', 'broadband', 'connection', 'user', 'time', 'basis', 'limitations', 'content', 'basis', 'share', 'devoted', 'network', 'server']",1
" When the CNG detects violation of the privacy protection policy the CNG shall discard all signalling, including signalling from the NGN.",sec,"['cng', 'detect', 'violation', 'privacy', 'protection', 'policy', 'cng', 'shall', 'discard', 'signal', 'include', 'signal', 'ngn']","['cng', 'detect', 'violation', 'privacy', 'protection', 'policy', 'cng', 'shall', 'discard', 'signal', 'include', 'signal', 'ngn']","['cng', 'detect', 'violation', 'privacy', 'protection', 'policy', 'cng', 'shall', 'discard', 'signal', 'include', 'signal', 'ngn']",1
"The CPN may support encrypted communication with remote access devices, and the encrypted communication can be terminated either at the CNG or CND.",nonsec,"['cpn', 'support', 'encrypt', 'communication', 'remote', 'access', 'device', 'encrypt', 'communication', 'terminate', 'cng', 'cnd']","['cpn', 'support', 'encrypt', 'communication', 'remote_access', 'device', 'encrypt', 'communication', 'terminate', 'cng', 'cnd']","['cpn', 'support', 'encrypt', 'communication', 'remote_access', 'device', 'encrypt', 'communication', 'terminate', 'cng', 'cnd']",0
" Each Trusted Framework present on the card shall Check the application access rules of the inter-acting Applications according to their respective privileges,",sec,"['trust', 'framework', 'present', 'card', 'shall', 'check', 'application', 'access', 'rule', 'inter', 'acting', 'application', 'accord', 'respective', 'privilege']","['trust', 'framework', 'present', 'card', 'shall', 'check', 'application', 'access', 'rule', 'inter', 'acting', 'application', 'accord', 'respective', 'privilege']","['trust', 'framework', 'present', 'card', 'shall', 'check', 'application', 'access', 'rule', 'inter', 'acting', 'application', 'accord', 'respective', 'privilege']",1
The CND should support protocol for local authentication in CPN/CNG.,nonsec,"['cnd', 'support', 'protocol', 'local', 'authentication', 'cpn', 'cng']","['cnd', 'support', 'protocol', 'local', 'authentication', 'cpn', 'cng']","['cnd', 'support', 'protocol', 'local', 'authentication', 'cpn', 'cng']",0
" The GlobalPlatform Environment(OPEN) shall responsible for to provide an API to applications,command dispatch, Application selection, (optional) logical channel management, and Card Content management",nonsec,"['globalplatform', 'environment', 'open', 'shall', 'responsible', 'provide', 'api', 'application', 'command', 'dispatch', 'application', 'selection', 'optional', 'logical', 'channel', 'management', 'card', 'content', 'management']","['globalplatform', 'environment', 'open', 'shall', 'responsible', 'provide', 'api', 'application', 'command_dispatch', 'application', 'selection', 'optional', 'logical_channel', 'management', 'card', 'content', 'management']","['globalplatform', 'environment', 'open', 'shall', 'responsible', 'provide', 'api', 'application', 'command_dispatch', 'application', 'selection', 'optional', 'logical_channel', 'management', 'card', 'content', 'management']",0
The CNG and the CPN shall implement mechanisms to limit the visibility of the WAN side network and resources to authorized entities.,sec,"['cng', 'cpn', 'shall', 'implement', 'mechanism', 'limit', 'visibility', 'wan', 'network', 'resource', 'authorize', 'entity']","['cng', 'cpn', 'shall', 'implement', 'mechanism', 'limit', 'visibility', 'wan', 'network', 'resource', 'authorize', 'entity']","['cng', 'cpn', 'shall', 'implement', 'mechanism', 'limit', 'visibility', 'wan', 'network', 'resource', 'authorize', 'entity']",1
" In all other cases the OPEN shall search the GlobalPlatform Registry for an Application that is marked as implicitly selectable on the Basic Logical Channel for the current card I/O interface (e.g. contact or contactless), and if this Application is not in the Life Cycle State LOCKED, it shall become the selected Application on the Basic Logical Channel. If this is an Application in the Life Cycle State LOCKED, the Application with the Final Application privilege shall become the selected Application on the Basic Logical Channel.",nonsec,"['case', 'open', 'shall', 'search', 'globalplatform', 'registry', 'application', 'mark', 'implicitly', 'selectable', 'basic', 'logical', 'channel', 'current', 'card', 'interface', 'contact', 'contactless', 'application', 'life', 'cycle', 'state', 'locked', 'shall', 'select', 'application', 'basic', 'logical', 'channel', 'application', 'life', 'cycle', 'state', 'lock', 'application', 'final', 'application', 'privilege', 'shall', 'select', 'application', 'basic', 'logical', 'channel']","['case', 'open', 'shall', 'search', 'globalplatform_registry', 'application', 'mark', 'implicitly_selectable', 'basic_logical', 'channel', 'current', 'card', 'interface', 'contact', 'contactless', 'application', 'life_cycle', 'state', 'locked', 'shall', 'select_application', 'basic_logical', 'channel', 'application', 'life_cycle', 'state', 'lock', 'application', 'final', 'application', 'privilege', 'shall', 'select_application', 'basic_logical', 'channel']","['case', 'open', 'shall', 'search_globalplatform_registry', 'application', 'mark', 'implicitly_selectable', 'basic_logical_channel', 'current', 'card', 'interface', 'contact', 'contactless', 'application', 'life_cycle_state', 'locked', 'shall', 'select_application_basic_logical', 'channel', 'application', 'life_cycle_state', 'lock', 'application', 'final', 'application', 'privilege', 'shall', 'select_application_basic_logical', 'channel']",0
The CNG shall support a mechanism allowing the support of call forwarding toward non-IMS capable CNDs.,nonsec,"['cng', 'shall', 'support', 'mechanism', 'allow', 'support', 'forward', 'non', 'ims', 'capable', 'cnd']","['cng', 'shall', 'support_mechanism', 'allow', 'support', 'forward', 'non_ims', 'capable', 'cnd']","['cng', 'shall_support_mechanism', 'allow', 'support', 'forward', 'non_ims_capable', 'cnd']",0
CNG shall support mechanisms allowing the CNDs remote management when applicable.,nonsec,"['cng', 'shall', 'support', 'mechanism', 'allow', 'cnd', 'remote', 'management', 'applicable']","['cng', 'shall', 'support_mechanism', 'allow', 'cnd', 'remote_management', 'applicable']","['cng', 'shall_support_mechanism', 'allow', 'cnd', 'remote_management', 'applicable']",0
